text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"@StephenRetro @MotofestIOMTT Closed it about 5 seconds in, as soon as the influenza wanker appeared 😉",FALSE,1,StephenRetro,2019-03-06T13:17:24Z,FALSE,1103282530432794625,1103283439556538368,620104078,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Jorge_orwell,0,FALSE,FALSE,NA,NA
"Tonight (March 6) @WedNiteAtTheLab:
""Staggering Losses:  WWI and the 1918 Pandemic Influenza""
by Micaela Sullivan-F… https://t.co/zKs56kIBbt",FALSE,1,NA,2019-03-06T13:16:45Z,TRUE,NA,1103283274372255744,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sciencewiscedu,1,FALSE,FALSE,NA,NA
¿Todavía vale la pena vacunar a los niños contra la influenza? La temporada termina en Marzo.,FALSE,2,NA,2019-03-06T13:12:32Z,FALSE,NA,1103282214534430720,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Giliux,0,FALSE,FALSE,NA,NA
"Well that's okay
Influenza attack me on the holiday date, yg penting sembuh please pas masuk 😭😭😭 kuserahkan ke leukosit yg mengatur..wkwk",FALSE,0,NA,2019-03-06T13:12:01Z,FALSE,NA,1103282083135283201,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wirhii,0,FALSE,FALSE,NA,NA
A letto con l’influenza...😖 https://t.co/CAXRWvqUZ5,FALSE,0,NA,2019-03-06T13:10:10Z,FALSE,NA,1103281618301710337,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",gianfraschet,0,FALSE,FALSE,NA,NA
This Fri #GrandRounds in the #CLD #TUH 1st is Microbiology Dr. Anna Rose Prior has a guest speaker Dr. Cillian De G… https://t.co/7OJz6h0So6,FALSE,8,NA,2019-03-06T13:10:09Z,TRUE,NA,1103281614866522114,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CLDTallUniHosp,3,FALSE,FALSE,NA,NA
@_JosephUdofia GPJ please I need Influenza money in my laiv. Wire my Aza plis Sir.,FALSE,0,_JosephUdofia,2019-03-06T13:09:28Z,FALSE,1103267187672997889,1103281441973121025,382868397,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hiskenny09,0,FALSE,FALSE,NA,NA
"This isn’t the first disease outbreak among the migrants. As reported by KFOX in El Paso in January “We’re seeing,… https://t.co/p8j53lpkrR",FALSE,3,usacsmret,2019-03-06T13:07:57Z,TRUE,1103280586888749056,1103281061994348544,1078094414,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",usacsmret,3,FALSE,FALSE,NA,NA
"@Arondorion soprattutto, si capisce che non sta arrivando la primavera e non ha assolutamente alcuna influenza sui tuoi ormoni 😅",FALSE,2,Arondorion,2019-03-06T13:07:21Z,FALSE,1103279953519562752,1103280908277305344,2171081805,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bluelake76,0,FALSE,FALSE,NA,NA
If I was any funnier I'd probably be influenza.,FALSE,2,NA,2019-03-06T13:06:41Z,FALSE,NA,1103280741151059973,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",StrangerTings5,0,FALSE,FALSE,NA,NA
@caciara83 Portami virtualmente con te. Maledetta lontananza unità all'influenza.,FALSE,0,caciara83,2019-03-06T13:05:35Z,FALSE,1103268812126859264,1103280463421026304,1048306949417328641,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",magicadespell78,0,FALSE,FALSE,NA,NA
"Happening Now!

#Influenza vaccine makers will know better how to gear up for the next #FluSeason after the @US_FDA… https://t.co/5eM1e2ScrS",FALSE,1,NA,2019-03-06T13:04:35Z,TRUE,NA,1103280214149419008,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aalex413,0,FALSE,FALSE,NA,NA
"@uileamychild @ChipQuasney @timkowal @NotQuiteGenie @cspan @RandPaul @SenRandPauI No, they don't. They include cond… https://t.co/LnWNYEWeQo",FALSE,0,uileamychild,2019-03-06T13:02:36Z,TRUE,1103060993750396928,1103279712590270465,1491299736,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Awithonelison,0,FALSE,FALSE,NA,NA
"How are you currently screening &amp; treating influenza? Participate in ""Treating Influenza: Where We’ve Been and Wher… https://t.co/WLdSgE4QQO",FALSE,1,NA,2019-03-06T13:01:37Z,TRUE,NA,1103279467756208134,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",VindicoMedEd,0,FALSE,FALSE,NA,NA
"March 6 at 9:30a central, Prairie Doc® Radio host Laura Ellsworth &amp; Dr. Andrew Ellsworth of Avera Brookings discuss… https://t.co/thfGmxu9Ks",FALSE,0,NA,2019-03-06T13:00:33Z,TRUE,NA,1103279200390340608,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",theprairiedoc,0,FALSE,FALSE,NA,NA
The FDA has accepted a supplemental New Drug Application for Roche’s first-in-class #influenza treatment for people… https://t.co/mfK2KHlVVX,FALSE,10,NA,2019-03-06T13:00:25Z,TRUE,NA,1103279164365389824,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Roche,1,FALSE,FALSE,NA,NA
A 2014 meta-analysis noted REDUCED MORTALITY when #influenza is treated within 2 days of the onset of symptoms.… https://t.co/HrVc8ThJCd,FALSE,1,NA,2019-03-06T13:00:07Z,TRUE,NA,1103279089157328896,NA,"<a href=""https://www.semrush.com/"" rel=""nofollow"">SEMrush Social Media Tool</a>",EBmedicine,1,FALSE,FALSE,NA,NA
"So far the only good thing about influenza is....nothing, none of this is good. I'd rather do five ED shifts in a row than this.",FALSE,0,NA,2019-03-06T12:59:57Z,FALSE,NA,1103279047231053831,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",amgirllem,0,FALSE,FALSE,NA,NA
Don't forget 'Evidence of equine influenza A (H3N8) activity in horses from Eastern and Central Saudi Arabia: 2013… https://t.co/IU2clt2fJ2,FALSE,0,NA,2019-03-06T12:55:10Z,TRUE,NA,1103277843885289472,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",EVJltd,1,FALSE,FALSE,NA,NA
"Erstelle grade Untertitel für ein Video. Die Person hat was von „Influencern“ erzählt, woraus die automatische Erke… https://t.co/YsDdzEzcfk",FALSE,3,NA,2019-03-06T12:54:26Z,TRUE,NA,1103277659214229505,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gruuschd,0,FALSE,FALSE,NA,NA
CSCS students in the Zombie Seminar heard from expert epidemiologist Hon Ip of the USGS National Wildlife Health Ce… https://t.co/Lmuv2w4fqN,FALSE,0,NA,2019-03-06T12:54:10Z,TRUE,NA,1103277592923303937,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",mcpasd,0,FALSE,FALSE,NA,NA
"@IPSsantabarbara quisiera preguntar si la vacuna de la hepatitis b y la influenza se encuentra disponible en villavicencio?
Gracias",FALSE,0,IPSsantabarbara,2019-03-06T12:53:55Z,FALSE,NA,1103277531195760640,2263647770,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Girl0fktaehyung,0,FALSE,FALSE,NA,NA
"E no, Mosca non influenza l'occidente, no no... E' solo un invenzione dei comunisti 🤔 https://t.co/9AEMMaBNma",FALSE,0,NA,2019-03-06T12:53:10Z,FALSE,NA,1103277339872505856,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Mastaba_Audio,0,FALSE,FALSE,NA,NA
"@marijnfietst De discussie gaat fout doordat griep wordt ge(mis)bruikt bij een ‘simpel’ verkoudheidvirus, echte gri… https://t.co/BoFsH1wfRd",FALSE,14,marijnfietst,2019-03-06T12:52:35Z,TRUE,1103265716986294273,1103277193499738113,49935458,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Douwedv,0,FALSE,FALSE,NA,NA
@Valerio0709 Aspettiamo che l’influenza intestinale sia completamente debellata. Te lo consiglio vivamente,FALSE,1,Valerio0709,2019-03-06T12:52:21Z,FALSE,1103276901152493568,1103277136738222082,734403193212444672,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",essexelle,0,FALSE,FALSE,NA,NA
Diet may be an important factor for Influenza A virus exposure in wild African mammals - +GENERAL PHYSICS LABORATOR… https://t.co/5X2QxAq4Bb,FALSE,0,NA,2019-03-06T12:51:50Z,TRUE,NA,1103277005364031495,NA,"<a href=""http://www.genphys.com"" rel=""nofollow"">General Physics Laboratory</a>",genphys,0,FALSE,FALSE,NA,NA
Dr Richard Newton @ahtofficial provides an update on Equine Influenza at the Extraordinary General Meeting of the T… https://t.co/yEvVA0XMZI,FALSE,14,NA,2019-03-06T12:51:11Z,TRUE,NA,1103276841735991297,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",TheTBA_GB,8,FALSE,FALSE,NA,NA
"@lixxjung Quindi me lo consigli?
Scusa se ti faccio queste domande, ma è l'influenza dei miei genitori 😅",FALSE,1,lixxjung,2019-03-06T12:48:47Z,FALSE,1103273699837444096,1103276238116962305,1007707552883396608,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",need_oppas,0,FALSE,FALSE,NA,NA
Morning (statement),FALSE,1,NA,2019-03-06T12:46:57Z,FALSE,NA,1103275777561423872,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
Le dije a mi mamá que me dio influenza y me dijo que me quede hasta que me cure. Yo también te quiero mami 😒,FALSE,0,NA,2019-03-06T12:46:20Z,FALSE,NA,1103275620983758849,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",belenbrignole,0,FALSE,FALSE,NA,NA
influenza really got me good this time :-):-):-):-):-):-):-) and i still have quizzes for this week and shifting ex… https://t.co/JOblMdl8I8,FALSE,0,SQR_Bipyramidal,2019-03-06T12:41:11Z,TRUE,1102919569918767104,1103274324364947456,327826517,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SQR_Bipyramidal,0,FALSE,FALSE,NA,NA
"#ParadisoSignore Influenza anni'60: latte e cognac, e a letto. Oggi: pneumologo, tac torace, antibiotici, antipiret… https://t.co/kRB2klndma",FALSE,1,NA,2019-03-06T12:40:07Z,TRUE,NA,1103274057036906496,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Maxkent55,0,FALSE,FALSE,NA,NA
"Hely hiánya miatt, alig használt influenza azonnal, elvihető!
;)",FALSE,0,NA,2019-03-06T12:37:31Z,FALSE,NA,1103273401274286080,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",psyjules,0,FALSE,FALSE,NA,NA
@pipandbaby 🤨,FALSE,0,pipandbaby,2019-03-06T12:35:06Z,FALSE,1103271795543691264,1103272793729363968,16419140,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
"@Adnkronos Tutti gli apparati denominato OCSE,ONU,EU, DIRITTI UMANI,ONG,BANCHE etc etc vedono finire o drasticament… https://t.co/QcQwS1XmzM",FALSE,0,Adnkronos,2019-03-06T12:34:20Z,TRUE,1103267980392177665,1103272599423979522,25676606,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VirginioRaggio,0,FALSE,FALSE,NA,NA
Il tuo nome è il tuo destino... https://t.co/3YWI4wCIL7,FALSE,0,NA,2019-03-06T12:30:57Z,FALSE,NA,1103271750387855360,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Eticamente,0,FALSE,FALSE,NA,NA
インフルエンザで学級閉鎖になった時に「biohazard influenza」の文字とともにバイオハザードマークが大きく書かれた貼り紙をした某先生元気かなあ,FALSE,0,NA,2019-03-06T12:30:37Z,FALSE,NA,1103271663590764544,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",eatrp,0,FALSE,FALSE,NA,NA
"📌ไข้หวัดใหญ่ สายพันธุ์ A โรคฮิตของเด็ก อันตรายถึงชีวิตหากไม่ป้องกัน!!😭

โรคฮิตที่สุดที่เด็กชอบเป็นนั่นก็คือ ไข้หวัด… https://t.co/8AKCR2ymvv",FALSE,2,NA,2019-03-06T12:30:00Z,TRUE,NA,1103271511605932033,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",ParentsOne,1,FALSE,FALSE,NA,NA
"@mrsunlawyer @SungEmpress That sounded more like influenza, but okay 👌🏼",FALSE,2,mrsunlawyer,2019-03-06T12:26:34Z,FALSE,1103270322675933186,1103270647315062785,178413007,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",unlawyer,0,FALSE,FALSE,NA,NA
105日ぶりにいいねした,FALSE,4,NA,2019-03-06T12:23:06Z,FALSE,NA,1103269773704552448,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",influenza_way,1,FALSE,FALSE,NA,NA
Hace tanto tiempo que fue la crisis de influenza? #MiAniversarioDeTwitter https://t.co/LV6zhYHqbm,FALSE,0,NA,2019-03-06T12:22:47Z,FALSE,NA,1103269694813937667,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",crazycat_ish,0,FALSE,FALSE,NA,NA
@o_oGuheheo_o I think it is influenza.,FALSE,1,o_oGuheheo_o,2019-03-06T12:20:20Z,FALSE,1103265812368961536,1103269079127715840,548864220,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hosshi12,0,FALSE,FALSE,NA,NA
@elziax @pjv1968 De vaccinatie wordt altijd gemaakt op basis van het oude virus van vorig jaar. Het influenza-virus… https://t.co/Xlq5VaLQrq,FALSE,0,elziax,2019-03-06T12:20:12Z,TRUE,1103267931750842368,1103269042507390976,378125181,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",doeninberlijn,0,FALSE,FALSE,NA,NA
Influenza-Ausbruch in Hamburgs Ställen https://t.co/nZUnHmrBdP,FALSE,1,NA,2019-03-06T12:18:23Z,FALSE,NA,1103268588264345600,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",STGEORG_reiten,1,FALSE,FALSE,NA,NA
I need an ill pill 😷 #influenza,FALSE,1,NA,2019-03-06T12:15:25Z,FALSE,NA,1103267840755490816,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",steffmushy,0,FALSE,FALSE,NA,NA
"@Harri_Obi Lowkey, u sef just tried to influence us... deep down you ... you want your picture to be part ... you w… https://t.co/5fYC3P6fhS",FALSE,4,Harri_Obi,2019-03-06T12:15:25Z,TRUE,1103194336165023744,1103267839186747392,768272538,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",toluwa75187706,0,FALSE,FALSE,NA,NA
@darkkskingirl @Harri_Obi @felakinging They say influenza’s 😂,FALSE,0,darkkskingirl,2019-03-06T12:13:39Z,FALSE,1103257375505563649,1103267395962093569,1088784180954259456,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",toluwa75187706,0,FALSE,FALSE,NA,NA
@JJUONGKOOK Flu shot as in influenza vaccine?. -.,FALSE,0,JJUONGKOOK,2019-03-06T12:13:17Z,FALSE,1103266661392539649,1103267301812400128,598469346,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",twsxna,0,FALSE,FALSE,NA,NA
"Gli Italiani sono razzisti perchè non vogliono una invasione di centinaia di migliaia di #clandestini,senza informa… https://t.co/1nAUbD3pwO",FALSE,0,NA,2019-03-06T12:12:57Z,TRUE,NA,1103267217670574081,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Truther81174,0,FALSE,FALSE,NA,NA
Influenza update - 336 https://t.co/gSVgyb0vE9,FALSE,0,NA,2019-03-06T12:12:50Z,FALSE,NA,1103267188830552064,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Gate_15_Analyst,0,FALSE,FALSE,NA,NA
ma che poi mi è venuto in mente che tra tutte le gelèe hanno scelto proprio quelle al LIMONE che fanno schifo al ca… https://t.co/ZyXngguOqI,FALSE,1,NA,2019-03-06T12:12:07Z,TRUE,NA,1103267008634933248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",midorijpg,0,FALSE,FALSE,NA,NA
"“Se sai spendere meno di quanto guadagni hai trovato la tua pietra filosofale.” (Benjamin Franklin)
Sebbene non sia… https://t.co/0cLBqxYUoy",FALSE,0,NA,2019-03-06T12:10:36Z,TRUE,NA,1103266628622577664,NA,"<a href=""https://www.postpickr.com"" rel=""nofollow"">PostPickr</a>",jacoros,0,FALSE,FALSE,NA,NA
"The effect of the #influenza is depending on the #virulence of the #infection.

Any idea about the effect of deadly… https://t.co/NkBwFc1Kzh",FALSE,0,NA,2019-03-06T12:10:12Z,TRUE,NA,1103266525681774592,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",medicalmicrobi1,0,FALSE,FALSE,NA,NA
Diet may be an important factor for Influenza A virus exposure in wild African mammals https://t.co/e4vMUrip1T https://t.co/tg3ubQCXpi,FALSE,0,NA,2019-03-06T12:10:09Z,FALSE,NA,1103266514197798914,NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>",JerryBeller1,0,FALSE,FALSE,NA,NA
Influenza A is quite dangerous. That's  the tweet,FALSE,2,NA,2019-03-06T12:05:17Z,FALSE,NA,1103265289532145665,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yelda_O,0,FALSE,FALSE,NA,NA
Diet may be an important factor for Influenza A virus exposure in wild African mammals https://t.co/0Er377TvYW https://t.co/M01PUNKYlK,FALSE,0,NA,2019-03-06T12:01:34Z,FALSE,NA,1103264354797928449,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",ZyiteGadgets,0,FALSE,FALSE,NA,NA
"“Dear Influenza,
We need to talk. This wasn’t supposed to be your year. You visited us last year when the headlines… https://t.co/EZKhitHlH1",FALSE,0,NA,2019-03-06T12:00:27Z,TRUE,NA,1103264073880350720,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",dm_momsblog,0,FALSE,FALSE,NA,NA
@spacemuttslut daddy influenza 💖💖,FALSE,0,spacemuttslut,2019-03-06T11:59:12Z,FALSE,1103097974752755713,1103263758850408453,1007733765798612992,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sushispaniel,0,FALSE,FALSE,NA,NA
Diet may be an important factor for #Influenza A virus exposure in wild #Africanmammals https://t.co/KB54oudpKj,FALSE,0,NA,2019-03-06T11:59:02Z,FALSE,NA,1103263719038111744,NA,"<a href=""https://sciencex.com/"" rel=""nofollow"">Science X Status Updates</a>",physorg_biology,0,FALSE,FALSE,NA,NA
"@lupecchioli @MrBonghanow Influenza è termine da avvocato. ;)

Ciao Luigi.",FALSE,0,lupecchioli,2019-03-06T11:58:39Z,FALSE,1103262996736999424,1103263621721845762,1231603440,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",alexdelprete,0,FALSE,FALSE,NA,NA
@alexdelprete @MrBonghanow Non hai letto la parte dell'influenza di Savona? E su chi? Che peraltro è il dominus di… https://t.co/jz67Z6EdRr,FALSE,0,alexdelprete,2019-03-06T11:56:10Z,TRUE,1103261891084910592,1103262996736999424,61081513,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lupecchioli,0,FALSE,FALSE,NA,NA
https://t.co/9BfAAUcCKT,FALSE,0,NA,2019-03-06T11:51:14Z,FALSE,NA,1103261754652536832,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alberto_parini,0,FALSE,FALSE,NA,NA
"@WillHerondaleJC Jimin ama andare in informatica potevo dire che forse è la mia influenza e hope flower a che ora è un po' pazzo 

🤣🤣🤣🤣🤣🤣",FALSE,2,WillHerondaleJC,2019-03-06T11:48:55Z,FALSE,1103041028632858625,1103261170117632000,470389668,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Lovetoday22,0,FALSE,FALSE,NA,NA
"I mad the SUNMOONTALE minion Wateri and Stari small dall.....But next day I got influenza( ;-;)(インフルエンザA型)

【Next】C… https://t.co/WGFEPuZcUq",FALSE,6,NA,2019-03-06T11:48:43Z,TRUE,NA,1103261122243645441,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Color_Sans,0,FALSE,FALSE,NA,NA
"@alexdelprete @MrBonghanow Già, peccato che il piano non l'ha fatto lui, ma noi di Scenari. L'impronta liberista vi… https://t.co/CeSmsolGuu",FALSE,0,alexdelprete,2019-03-06T11:47:56Z,TRUE,1103259430060261377,1103260924314554370,61081513,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lupecchioli,0,FALSE,FALSE,NA,NA
@Ariachetira non è che la mamma inconsciamente influenza i suoi figli? Dubito molto che a scuola si agisca contro n… https://t.co/UkV0LoZBXD,FALSE,0,Ariachetira,2019-03-06T11:47:17Z,TRUE,NA,1103260761487478784,465390684,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",100dr1ne,0,FALSE,FALSE,NA,NA
"Read it? Rate it. If you read ""Early Detection of Influenza outbreaks in the United States"" (… https://t.co/4xAS9dud0g",FALSE,0,NA,2019-03-06T11:47:14Z,TRUE,NA,1103260745653985292,NA,"<a href=""https://twitter.com/outbreaksci"" rel=""nofollow"">preprint-alert</a>",outbreaksci,0,FALSE,FALSE,NA,NA
New #influenza preprint: Early Detection of Influenza outbreaks in the United States https://t.co/Qp39zWvLlw,FALSE,0,NA,2019-03-06T11:47:13Z,FALSE,NA,1103260743653302272,NA,"<a href=""https://twitter.com/outbreaksci"" rel=""nofollow"">preprint-alert</a>",outbreaksci,0,FALSE,FALSE,NA,NA
"Request for sample copy of: ""United States Influenza Vaccines Market Research Report"" - (WITH 2019 Updated Version… https://t.co/JDPAKsQp8R",FALSE,0,NA,2019-03-06T11:43:13Z,TRUE,NA,1103259738958114817,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",QurateBi,0,FALSE,FALSE,NA,NA
Good overview and update on avian influenza outbreak taking heavy toll on penguin colonies in and around Halifax Is… https://t.co/dtD25FaV5L,FALSE,0,NA,2019-03-06T11:39:08Z,TRUE,NA,1103258710879686656,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",davidsazo,0,FALSE,FALSE,NA,NA
"Mi sento di nuovo male, nemmeno il tempo di riprendermi, sento di nuovi l'influenza impadronirsi del mio corpo. 
Ma… https://t.co/WXrzzmJkzC",FALSE,4,NA,2019-03-06T11:38:00Z,TRUE,NA,1103258422298988544,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pessicarabbit,1,FALSE,FALSE,NA,NA
Lectin microarray analyses reveal host cell-specific glycan profiles of the hemagglutinins of influenza A viruses. https://t.co/HgA9ezNGu1,FALSE,0,NA,2019-03-06T11:37:02Z,FALSE,NA,1103258180878909441,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",host_microbe,0,FALSE,FALSE,NA,NA
La politica monetaria come influenza la vita dei cittadini? Che cos'è il quantitative easing e a cosa è servito? Ce… https://t.co/MFyxcO7CJT,FALSE,2,NA,2019-03-06T11:36:37Z,TRUE,NA,1103258077703401472,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OrizzontiTV,0,FALSE,FALSE,NA,NA
職場、敷地内で自転車は押さないといけないルールなんだけど、どう考えても車の方が危ないから車こそ押して歩いてほしい,FALSE,0,NA,2019-03-06T11:36:11Z,FALSE,NA,1103257967405613056,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tri_influenza,0,FALSE,FALSE,NA,NA
@Oge_anyikwa influenza?,FALSE,0,Oge_anyikwa,2019-03-06T11:35:44Z,FALSE,1103253535578353664,1103257852272103424,351956068,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Dolapo_DS,0,FALSE,FALSE,NA,NA
"More Find Immunology update https://t.co/w6AVO96sJL 
Neutralizing Anti-Hemagglutinin Monoclonal Antibodies Induced… https://t.co/qpOaJQcQRR",FALSE,1,NA,2019-03-06T11:32:53Z,TRUE,NA,1103257135566258178,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Immunology2018,0,FALSE,FALSE,NA,NA
@influenza_SOS しね,FALSE,0,influenza_SOS,2019-03-06T11:32:02Z,FALSE,1103256809173733377,1103256924303183877,1060885717734240256,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yoppi_apex,0,FALSE,FALSE,NA,NA
@influenza_SOS ううん、同い年の彼女,FALSE,0,influenza_SOS,2019-03-06T11:30:28Z,FALSE,1103255806210793472,1103256526167334912,1060885717734240256,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yoppi_apex,0,FALSE,FALSE,NA,NA
"👍I was making $68k/yr tax-free in Korea with a high school education &amp; a trade the Army taught me. 

https://t.co/Mvg7zy8w95",FALSE,1,NA,2019-03-06T11:28:41Z,FALSE,NA,1103256081483120640,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
"Strade Bianche, l’influenza ferma sia Alejandro Valverde che Elisa Longo Borghini #StradeBianche https://t.co/mi9i9O0ZW0",FALSE,3,NA,2019-03-06T11:26:30Z,FALSE,NA,1103255531249156099,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Cicloweb_it,0,FALSE,FALSE,NA,NA
"@PaoloLeChat Hanno iniziato oggi alle 9 di mattina, alle 10 con una specie di trapano per fare le tracce, credo rif… https://t.co/BO3aKSlMwu",FALSE,2,PaoloLeChat,2019-03-06T11:25:35Z,TRUE,1103254730921394179,1103255299912359936,1230470216,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",magicadespell78,0,FALSE,FALSE,NA,NA
tengo guardado el contacto de mi novio como influenza a h1n1,FALSE,1,NA,2019-03-06T11:22:53Z,FALSE,NA,1103254621777285120,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",test_tubebby,0,FALSE,FALSE,NA,NA
"@mjeolcina @evidpediatria La #vacunación parece disminuir los casos de #gripe en niños sanos

- 7 niños han de reci… https://t.co/Pt02GOaGdg",FALSE,1,angel_h_merino,2019-03-06T11:22:04Z,TRUE,1103254082196779014,1103254412372385792,389304088,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",angel_h_merino,0,FALSE,FALSE,NA,NA
